TERM	DOC_FREQUENCY	COLL_FREQUENCY	BYTE_OFFSET_PL
sentence	13	14	129768
sentences	15	16	129774
sep	15	15	129781
separate	15	15	129788
separately	11	11	129831
seperate	11	11	129838
september	11	11	129845
septemberthe	12	12	129875
sequels	12	12	129882
sequence	15	15	129889
serb	21	22	129902
serbia	19	20	129921
serbian	22	24	129928
serbians	19	21	129953
serbs	19	20	129960
sergei	20	21	129967
series	20	21	129974
serious	18	18	130035
seriously	14	19	130100
serotonin	14	19	130107
serum	12	13	130126
serve	12	13	130132
served	12	13	130139
serves	13	14	130151
service	18	21	130181
services	26	35	130276
serviceâs	13	13	130399
serving	13	13	130406
session	16	16	130431
sessions	26	32	130444
set	25	31	130457
sets	11	11	130583
setting	11	12	130596
setup	14	15	130615
seven	13	14	130634
seventh	17	18	130652
several	19	20	130659
severe	12	16	130754
severity	12	18	130785
seward	12	19	130792
sex	17	24	130799
sexual	19	22	130841
sexually	17	20	130877
sf	16	18	130890
sga	16	18	130897
shade	11	12	130934
shades	10	11	130945
shadowcat	10	11	130951
shadows	10	11	130958
shadwell	10	11	130965
shaft	10	11	130972
shake	11	12	130978
shakedown	10	11	130991
shame	10	11	130998
shaming	10	11	131005
shape	10	11	131012
shapes	13	14	131031
share	13	14	131050
sharing	18	30	131075
sharp	18	30	131082
shatter	23	44	131123
shattter	15	27	131184
she	16	29	131197
sheep	13	22	131257
sheeps	13	24	131264
sheepâs	13	22	131271
shell	16	26	131278
shells	19	29	131297
sherman	18	29	131310
shf	17	28	131323
shifter	17	28	131330
shifting	17	28	131337
shingles	17	27	131344
ship	18	29	131351
shipment	16	18	131376
shipping	24	31	131383
ships	19	26	131438
shivering	18	20	131463
shock	16	18	131482
shocked	13	14	131513
shonartori	13	13	131526
shoot	13	13	131533
shooting	13	13	131546
shop	12	12	131559
shopping	13	13	131566
shopâ	12	12	131591
shore	14	14	131597
shores	14	14	131604
short	15	15	131617
shortened	20	21	131657
shorter	22	24	131670
shortly	24	27	131677
shortness	30	35	131684
shostakovich	31	37	131697
shot	31	37	131704
shots	29	34	131723
should	30	35	131730
shoulder	18	24	131908
shoulders	16	19	131933
shouldnât	19	22	131940
show	19	22	131953
showed	14	17	132044
showing	13	15	132057
shown	13	15	132064
showroom	23	27	132112
shows	23	27	132119
shrinking	17	21	132174
shrub	17	23	132187
shrubs	17	22	132200
shuts	17	21	132207
sibelius	19	23	132214
siberia	19	23	132221
siberian	18	19	132234
side	21	24	132241
sides	12	13	132338
sidney	11	12	132357
siebentausendzweihundertvierundfã¼nfzig	13	15	132364
sierra	13	15	132371
sieve	13	15	132378
sight	14	16	132384
sigils	16	24	132391
sign	14	19	132410
signal	21	23	132457
signaltonoise	21	23	132470
signed	22	24	132477
significant	24	27	132496
signifies	23	26	132509
signon	25	28	132516
signs	28	31	132523
silver	22	23	132574
similar	23	24	132581
similarities	10	10	132695
simple	10	10	132702
simplex	16	20	132744
simply	13	13	132775
sims	14	16	132800
sin	13	15	132825
since	18	20	132832
single	14	22	132932
sinkinghe	14	22	132975
sinks	14	22	132982
sip	14	22	132993
sir	15	23	133000
sit	16	23	133007
site	16	24	133020
sites	15	18	133096
sits	16	18	133127
sitting	17	19	133140
situation	17	19	133147
six	17	19	133177
sixth	15	18	133238
size	18	21	133262
skagit	12	12	133335
skateboarder	17	18	133342
ski	18	19	133355
skill	17	18	133368
skilled	16	17	133381
skills	16	17	133398
skin	16	17	133417
skis	18	24	133465
skyline	18	24	133472
slabs	17	23	133485
slander	16	24	133502
slaves	12	14	133545
slavs	12	14	133552
sled	12	14	133559
sledlike	12	12	133566
sleep	12	12	133573
sleeping	11	11	133586
slice	11	11	133593
slices	11	11	133600
slid	11	11	133607
slides	11	11	133614
slight	11	11	133621
slightly	13	13	133634
slip	13	14	133665
slope	13	14	133672
slopeintercept	13	14	133679
slow	15	16	133686
slower	18	23	133711
slowly	22	37	133730
slows	22	38	133754
slumps	22	38	133761
sm	22	38	133768
small	24	40	133775
smaller	23	40	133852
smallest	18	31	133895
smart	22	37	133920
smell	21	36	133933
smellings	19	22	133967
smells	19	22	133974
smellsandbells	19	22	133981
smellsfishy	19	22	133988
smellstink	19	22	133995
smelltastetouch	19	22	134002
smelly	19	23	134009
smelt	19	21	134022
smelted	19	21	134029
smelter	19	21	134036
smelterdust	19	21	134043
smelteries	19	21	134050
smetana	19	21	134057
smith	21	23	134064
smoky	21	23	134071
smoldered	21	23	134078
smoldering	22	24	134085
smooth	24	26	134092
smoothing	24	26	134099
smoothly	25	27	134118
snacking	25	27	134125
snacks	25	27	134132
sniff	26	28	134139
snohomish	25	27	134152
snow	29	33	134159
snowboard	31	43	134190
snowboarding	31	37	134233
snowboards	30	36	134276
snowfall	35	43	134313
snuff	33	42	134338
snurfer	41	51	134345
so	46	54	134364
soaked	20	24	134638
social	20	24	134645
society	9	10	134730
societyâmay	14	18	134743
soft	14	18	134749
softer	16	21	134768
softly	16	20	134775
software	17	22	134782
softwares	16	21	134795
soil	16	22	134802
sold	31	48	134857
solicits	31	47	134864
solid	31	47	134877
solidarity	47	57	134944
solubility	47	57	134950
soluble	47	57	134957
solution	47	57	134963
solutions	46	55	134987
solve	53	62	134993
solved	65	78	135012
some	78	96	135019
someone	20	21	135480
someones	18	20	135541
something	18	20	135554
sometimes	19	22	135660
somewhat	15	23	135751
son	19	28	135764
sonata	26	50	135789
sonatas	26	48	135796
song	26	48	135803
songs	25	46	135834
sonic	25	46	135841
sons	22	43	135866
soon	22	43	135872
sooner	25	46	135891
soothing	25	46	135897
sophie	25	46	135904
sophisticated	22	43	135929
sore	22	43	135936
soreness	22	43	135943
sores	22	43	135950
soreshsv1	18	34	135981
soresny	18	34	135988
sorrento	20	38	135995
sorrentoâs	11	14	136056
sort	13	21	136063
sorting	12	15	136088
soto	11	14	136101
souci	12	15	136108
sought	13	16	136115
soul	26	48	136122
sound	26	47	136141
sounds	14	17	136232
soundtrack	17	21	136239
sour	18	22	136246
source	20	24	136252
sources	18	21	136310
south	15	17	136375
southeast	18	28	136440
southern	17	27	136459
sovereignty	17	25	136472
soviet	17	25	136479
sown	17	25	136486
sox	18	27	136497
space	11	12	136546
spaces	11	12	136553
span	11	12	136560
spanish	11	12	136567
spare	13	16	136586
sparsely	14	17	136599
spastic	14	16	136606
speak	13	14	136622
speaker	11	12	136653
speakerphone	11	12	136660
speakers	12	13	136667
spearheaded	11	12	136686
special	11	12	136693
specialising	11	11	136724
specialize	11	11	136731
specialized	11	11	136738
specializes	10	10	136749
specialties	10	10	136755
species	10	10	136761
specific	13	13	136768
specifically	10	10	136835
specification	12	12	136846
specified	14	14	136853
specifies	14	14	136860
specify	14	14	136873
specimens	12	12	136898
speciï¬c	12	12	136911
spectrometry	14	14	136918
spectrometryhe	12	12	136934
spectrum	12	12	136940
speech	13	13	136947
speed	20	32	136954
speeds	14	19	137009
speedway	13	16	137028
spell	13	16	137035
spend	13	16	137042
spendin	14	17	137049
spending	16	33	137056
spent	13	16	137093
sphincter	12	16	137124
spilling	12	15	137131
spillville	12	15	137138
spine	12	15	137145
spinning	12	15	137151
spirit	11	14	137164
spirited	10	10	137189
spirituals	10	12	137196
spit	12	15	137203
splash	12	15	137210
spleen	12	15	137217
splendour	10	12	137233
split	10	10	137240
spoke	11	11	137247
spoken	13	13	137260
sponsored	10	10	137297
spoon	10	10	137310
sport	11	13	137317
sports	13	15	137330
spot	12	14	137361
spots	16	24	137368
spouse	16	24	137374
sprawl	16	24	137381
spray	15	23	137400
sprays	15	23	137407
spread	16	25	137414
spreading	17	25	137438
spring	17	25	137445
springing	11	13	137504
springuidelines	11	14	137511
sprinkle	11	14	137518
sprout	11	14	137525
sprouted	11	14	137532
sproutven	11	14	137539
spurred	11	14	137546
spy	12	17	137553
sq	12	17	137560
sqft	14	20	137585
square	16	22	137592
squareshaped	12	14	137653
sr	12	14	137660
sr522	17	17	137673
ssi	17	18	137686
ssid	18	20	137693
ssu	18	20	137706
st	18	20	137713
stability	12	14	137768
stabilization	12	16	137775
stable	12	16	137782
staff	13	17	137795
staffs	12	15	137837
stage	12	15	137844
stages	12	13	137875
staircases	13	15	137894
stairwayshe	13	16	137900
stakeholders	13	16	137907
stance	13	15	137913
stand	13	15	137920
standalone	12	14	137945
standard	13	15	137952
standards	25	27	137983
standing	27	38	138014
stands	26	37	138027
staple	26	37	138040
star	29	42	138046
starpulsecom	26	30	138089
starring	27	31	138096
stars	35	45	138109
start	43	57	138140
started	41	53	138173
starters	40	52	138204
starting	39	51	138215
starts	60	81	138239
state	61	82	138246
stated	30	34	138606
statement	50	69	138637
statements	50	68	138674
states	48	65	138699
states3	11	16	138976
statesrimary	11	16	138983
statesâ	11	18	138989
static	11	18	138996
station	13	24	139003
stations	13	25	139016
statisics	13	25	139023
statistical	13	25	139030
statistics	13	24	139043
stats	10	13	139104
statue	10	12	139123
status	12	16	139130
statutes	13	17	139143
stay	13	17	139150
staying	10	12	139193
stays	11	15	139200
steady	11	15	139207
steal	11	15	139214
steaming	10	14	139227
steamship	10	14	139234
steel	11	15	139241
steep	11	13	139253
steeping	11	13	139266
steering	11	13	139273
stemmed	11	14	139280
stench	11	14	139286
step	11	14	139293
stephen	16	16	139324
stephenson	15	15	139337
steps	15	15	139344
sternum	14	14	139398
stethoscope	17	21	139404
steve	19	23	139411
stevenson	16	16	139432
stewartstuart	16	16	139439
stgo	21	21	139446
stiff	21	21	139453
stiffness	21	21	139460
still	22	22	139467
stillliving	16	16	139582
stimulate	16	16	139588
stimulation	16	16	139595
stimuli	15	15	139608
stink	17	17	139615
stock	17	17	139622
stockholm	18	18	139629
stockings	18	18	139636
stockton	13	13	139673
stocktonlodi	11	11	139692
stoked	11	11	139699
stomach	11	11	139706
stones	11	11	139718
stop	11	11	139724
storage	10	10	139743
stored	11	11	139749
stores	12	12	139756
storey	12	12	139763
stories	12	12	139770
storm	13	13	139783
story	14	14	139794
stox	14	17	139825
straight	15	18	139832
strand	18	21	139851
strands	17	20	139882
strange	14	17	139907
strategies	14	17	139920
strategy	16	28	139933
stream	15	29	139955
streaming	13	24	139974
street	14	26	139987
streetepending	12	14	140025
streets	13	15	140032
strength	17	19	140051
stress	15	17	140082
stressed	15	18	140101
string	15	18	140108
strings	15	18	140121
strip	16	19	140128
strong	15	18	140141
stronger	15	19	140160
strongly	15	19	140167
struck	15	19	140174
structure	14	18	140187
structures	14	18	140200
struggle	15	17	140229
strychninecitation	15	19	140241
stuart	24	35	140248
stuck	25	40	140267
student	26	39	140273
students	19	21	140376
studenttofaculty	15	16	140437
studentâs	16	17	140444
studied	15	16	140457
studio	12	12	140506
study	12	12	140513
stuff	9	9	140555
stuffs	9	9	140567
stunt	9	9	140574
style	9	9	140581
styles	10	10	140594
sub	10	10	140601
subcategory	9	9	140614
subcontinent	10	10	140621
subcontraction	10	10	140628
subcontractor	15	20	140635
subcontractors	14	17	140672
subdivided	11	11	140703
subdominant	11	12	140709
subject	11	12	140716
subjects	10	11	140729
sublimate	12	13	140736
sublimation	16	22	140743
subscribe	13	15	140774
subscribers	12	14	140787
subsequently	12	14	140794
substance	12	14	140801
substances	12	14	140825
substitute	11	11	140849
subtractedâ¦	12	13	140854
suburban	12	13	140861
subzero	12	13	140868
succeed	12	13	140875
success	12	13	140882
successful	12	12	140927
successfully	12	12	140934
succession	12	12	140941
successor	12	12	140948
sucrose	12	12	140955
sudden	10	10	140971
sue	10	10	140978
suffered	9	9	140991
sufferer	9	9	140998
suffering	10	11	141005
suffers	10	11	141012
sufficient	10	11	141019
sugar	11	12	141025
sugars	12	13	141042
suggested	11	12	141058
suggestion	11	12	141065
suggestions	10	10	141078
suggests	10	10	141091
suicide	10	10	141098
suited	10	10	141105
suites	10	10	141112
sulci	14	14	141119
sullivan	14	14	141126
sum	14	14	141133
summary	14	14	141140
summer	14	14	141147
summers	13	13	141207
summit	12	12	141226
summons	12	13	141233
sun	12	13	141240
sunday	12	13	141247
sundayepending	15	15	141260
sunk	15	15	141267
sunshine	15	16	141274
super	14	16	141287
supercalifragilisticexpialidocious	14	16	141300
superextraordinary	14	16	141307
superextraordinarã­simo	14	16	141314
superiority	14	16	141321
supermarket	14	16	141328
supersonic	14	16	141341
supervision	14	16	141348
supplemental	15	16	141355
supplies	15	16	141368
supply	17	18	141399
supplying	14	14	141448
support	12	12	141467
supported	11	11	141494
supports	11	12	141513
suppose	11	12	141520
supposed	10	11	141533
supposedly	10	11	141546
supreme	10	11	141553
sure	12	13	141560
surface	14	17	141591
surfaces	12	13	141639
surfer	12	13	141645
surgeon	13	15	141658
surgeries	13	15	141665
surgery	14	19	141671
surlhaut	13	16	141694
surname	13	16	141701
surnamebased	12	13	141720
surnames	13	14	141727
surplus	12	13	141740
surprised	12	13	141747
surprises	12	13	141754
surprisingly	12	14	141761
surrounded	12	14	141768
surrounding	13	15	141775
survey	16	19	141788
survivability	14	15	141837
suspected	14	15	141844
suspended	14	15	141851
sw2d	14	16	141857
swallow	14	16	141864
swallowed	11	12	141889
swallowing	18	23	141896
swampy	11	13	141945
swapping	11	12	141952
swaths	11	12	141959
sweat	11	12	141966
sweating	11	12	141973
swedenhe	10	11	141992
swedish	11	12	141999
sweet	11	12	142012
sweetness	14	15	142019
swelling	14	15	142026
swept	14	15	142033
sweval	14	15	142040
swiftly	11	12	142065
swim	11	13	142072
swimming	11	13	142079
swing	11	13	142086
swinging	10	12	142105
switch	11	13	142112
switched	12	14	142119
switches	12	14	142126
swivel	15	18	142133
symbol	15	18	142140
symbole	15	17	142147
symbols	15	18	142154
sympathetic	19	26	142161
symphonic	18	26	142174
symphonies	17	25	142187
symphony	23	33	142194
symptom	17	24	142243
symptoms	17	24	142255
syndrome	14	17	142304
synonyms	15	18	142310
synonymâs	12	14	142341
synthesis	13	15	142348
syringe	22	25	142365
system	22	25	142372
systemic	12	14	142489
systems	13	15	142496
systolic	12	12	142545
sytem	12	12	142552
t	12	12	142559
t6	24	43	142578
t9	24	43	142585
tabernacles	24	43	142592
table	24	43	142598
tables	11	12	142719
tablets	13	14	142726
tabulation	18	18	142733
tahiti	24	27	142740
tahitian	25	31	142759
taiga	22	25	142784
taihitian	23	26	142791
take	25	28	142798
taken	17	17	142936
takes	19	19	142984
taking	19	22	143045
talent	10	10	143134
tales	9	12	143153
talk	9	12	143160
talks	10	13	143179
tallahassee	10	13	143186
talmud	10	13	143193
tamp	12	16	143199
tandem	12	16	143206
tangent	11	14	143222
tangible	11	14	143229
tapesâthe	11	14	143236
taps	12	16	143243
target	14	23	143250
tartans	15	24	143257
task	15	21	143264
tasks	14	21	143289
taste	14	20	143296
tasted	13	18	143309
taster	13	18	143316
tavern	18	23	143323
tax	18	23	143330
taxes	18	23	143343
tdp	17	35	143404
tea	18	36	143411
teaching	12	13	143466
teachings	13	14	143473
team	18	20	143480
teams	11	12	143547
teamâ	11	13	143554
tear	11	13	143561
tears	11	13	143568
teas	11	13	143575
technical	11	12	143594
technically	10	11	143607
technicians	10	11	143620
techniques	13	14	143627
technologies	19	21	143646
technology	21	23	143653
teenager	16	18	143714
teeth	17	19	143727
telekinesis	15	17	143746
telephone	10	10	143783
television	10	10	143790
tell	11	11	143809
telling	9	9	143838
tells	9	9	143845
telltale	10	14	143864
telophka	10	14	143871
telstra	10	14	143878
temperate	11	15	143885
temperature	16	25	143903
temperatures	13	16	143970
tempered	9	9	144025
template	9	9	144032
temple	9	9	144039
tempo	9	10	144046
temps	9	10	144053
temsco	10	11	144060
ten	10	11	144067
tend	9	9	144098
tendency	9	9	144105
tendered	9	9	144112
tends	10	10	144119
tennessee	16	18	144138
tennis	18	20	144150
tension	16	18	144169
tensions	14	16	144188
term	14	16	144194
terminal	18	22	144266
terms	15	17	144314
terrain	15	18	144356
territories	15	18	144363
territory	15	16	144370
terrorist	16	17	144389
test	24	33	144408
tested	14	14	144532
testimonial	15	16	144545
testimony	19	20	144552
testing	18	19	144565
tests	24	26	144584
tetra	29	33	144615
texas	29	33	144622
text	37	49	144665
textual	43	61	144708
texture	49	68	144727
tf	49	71	144734
th	60	84	144741
thaddeus	64	88	144748
than	74	107	144755
thanks	13	13	145195
thapproximately	13	13	145202
thats	14	15	145209
thatâs	14	15	145246
theaters	20	21	145277
theatre	22	23	145290
them	27	30	145309
themselves	15	16	145460
thenprevailing	11	11	145503
theories	11	11	145510
theory	15	15	145517
therapeutic	12	13	145564
therapies	12	13	145571
therapy	12	13	145582
thereby	11	12	145593
therefore	12	13	145599
theres	17	18	145630
thereâs	18	21	145637
thermacell	22	26	145662
thermacellâ®	14	16	145723
thermador	14	16	145730
thesaurus	16	18	145737
thesis	16	17	145750
theyre	15	15	145763
theyâll	15	15	145770
thibaut	15	15	145777
thick	16	17	145784
thin	23	29	145791
thing	23	29	145798
things	22	29	145841
think	13	15	145930
thinking	15	17	145979
thinks	14	16	146004
third	14	15	146011
thomas	18	20	146047
thorax	18	20	146054
those	19	21	146060
though	19	22	146151
thought	21	23	146200
thoughtfully	20	21	146230
thoughtpatterns	20	22	146243
thoughts	22	25	146250
thousand	20	22	146269
thousands	19	20	146282
thread	23	25	146298
threatened	23	25	146305
three	22	24	146316
threestar	32	43	146448
threetime	32	43	146455
threw	34	45	146462
throat	35	46	146469
throne	42	63	146482
through	43	64	146495
throughout	12	12	146738
throw	9	10	146787
thumb	13	15	146794
thunderbolt	13	18	146800
thursday	13	18	146807
thus	15	25	146814
thyroid	16	26	146821
tianamen	16	23	146827
tibetan	21	29	146834
ticking	22	31	146840
tie	22	32	146847
tight	22	31	146854
tightly	22	31	146861
tile	29	40	146868
tilts	29	40	146875
tim	29	40	146882
timbre	34	45	146889
time	35	47	146896
timeflow	13	14	147105
timehe	13	14	147112
timeollywood	13	14	147119
timer	14	16	147126
times	15	17	147133
timing	14	17	147176
tines	14	15	147212
tingling	12	13	147231
tingling2	11	11	147244
tip	11	11	147251
tips	12	12	147258
tissue	15	15	147271
tissues	14	16	147287
titans	14	14	147298
titin	16	16	147305
title	15	15	147318
tk154bn	15	15	147331
tobias	14	14	147350
toc	15	15	147357
today	15	15	147364
todays	12	14	147447
todayâs	12	14	147454
toefl	15	17	147461
toestrap	15	17	147468
together	18	19	147475
toiling	13	14	147575
told	14	15	147582
tolerant	15	16	147589
tom	15	15	147595
tomorrow	15	15	147614
tongareva	15	15	147621
tongue	15	15	147628
tonic	15	16	147653
tons	17	19	147660
too	20	22	147667
took	20	23	147764
tool	18	22	147806
tools	23	27	147842
toothbrushes	21	26	147879
top	22	27	147886
top25	26	30	147969
topics	27	31	147976
topographic	41	46	148012
topographical	41	46	148025
toronto	41	48	148038
torontoa	37	43	148069
torpedoes	38	44	148076
tort	42	51	148089
torts	38	47	148120
tos	38	50	148127
total	38	47	148134
totally	18	25	148327
touch	18	25	148334
touching	23	30	148341
tough	28	37	148348
tour	27	35	148361
tourism	25	31	148392
tourist	28	36	148425
tourists	29	37	148431
tours	31	39	148442
towards	29	37	148463
tower	33	45	148493
towera	24	32	148572
towers	23	31	148585
towerâs	22	28	148598
town	22	29	148605
townating	11	13	148708
townhouses	11	13	148715
towns	11	13	148722
towntheir	14	16	148747
toxic	14	16	148754
toxin	12	14	148773
toxins	12	14	148780
toâliterallyâmelting	13	15	148786
track	13	15	148793
tract	13	15	148800
tractor	13	15	148807
trade	16	23	148826
trademark	15	23	148863
traditional	15	23	148870
traducementâis	16	25	148900
traffic	16	25	148907
trail	16	25	148914
trailer	16	24	148921
trailers	11	12	148958
train	11	13	148965
trained	15	17	148990
training	15	18	148997
trajan	11	13	149056
tramadol	11	13	149063
transfer	11	12	149070
transferred	13	15	149083
transform	12	14	149096
transformation	12	14	149103
transformed	13	16	149115
transforming	14	18	149134
transition	14	18	149140
transitional	13	17	149159
transitory	13	17	149166
translated	13	17	149173
translation	13	16	149180
translations	13	16	149187
translators	13	16	149206
translocates	13	16	149213
transmitted	13	16	149219
transmitter	14	17	149244
transpiration	14	16	149251
transplantation	14	16	149257
transport	15	17	149263
transportation	13	16	149298
transported	12	14	149321
transports	12	13	149333
transverse	12	13	149339
tranylcypromine	12	13	149346
trapped	12	14	149353
trapping	12	14	149360
trauma	14	18	149367
travails	15	19	149373
travel	18	23	149380
travelers	16	20	149421
traveling	13	16	149452
travels	15	24	149465
trays	9	10	149518
treasury	9	10	149525
treat	9	10	149532
treatable	12	16	149556
treated	15	22	149563
treatment	15	21	149576
treatmentf	12	16	149617
treatmentprognosis	13	18	149624
treatments	14	19	149631
treaty	14	20	149637
tree	14	19	149643
treeless	14	19	149661
trees	11	12	149692
trend	11	12	149705
trendy	11	12	149712
tresca	13	14	149725
trial	13	14	149731
trials	10	11	149762
tribes	10	11	149775
tribune	11	12	149782
trier	11	12	149789
tries	11	12	149796
trifko	11	12	149808
trig	11	12	149815
trigonometry	11	12	149822
trio	16	22	149829
trip	16	22	149836
tripadvisor	15	20	149855
tripadvisorcom	11	11	149892
tripadvisorâ	11	11	149905
triple	13	13	149918
triticale	13	13	149925
triticosecale	13	13	149931
triticum	13	13	149937
triumph	13	13	149943
triumphal	13	13	149950
trivia	14	14	149957
trivial	17	18	149970
truck	16	17	149983
truckload	13	13	150008
trucks	13	13	150015
true	13	13	150028
truly	14	15	150046
trumpetshaped	14	15	150051
trust	14	15	150058
trustees	15	17	150077
trusty	13	15	150096
truth	13	16	150103
truthâ	13	15	150110
try	15	17	150117
trying	16	16	150160
tubers	14	17	150197
tuesday	14	17	150203
tundra	22	73	150216
tundraocation	14	17	150278
tundrathe	14	17	150285
tunturi	23	30	150298
turgor	22	27	150311
turn	22	27	150317
turnaking	22	27	150335
turning	22	27	150342
turnofthecentury	30	36	150361
turns	31	37	150368
tutor	31	37	150381
tutored	29	32	150400
tutorial	29	33	150407
tutoring	36	47	150425
tutors	34	40	150468
tutorâs	30	33	150499
tv	31	34	150506
tvmovie	34	37	150543
twain	36	39	150556
tweet	36	39	150562
twentieth	37	40	150575
twentyfour	37	40	150582
twist	44	48	150589
twitter	45	49	150595
two	47	51	150608
twoday	26	38	150889
twostar	26	37	150926
twoway	27	38	150933
tx	31	45	150940
tylenol	27	41	150977
tylenolâ®	27	41	150984
tyler	27	41	150991
type	27	41	151004
types	20	27	151137
typhoid	14	17	151250
typical	14	17	151257
typically	15	18	151300
typing	13	16	151361
tyre	13	16	151368
tyres	13	21	151375
udc	13	16	151382
udca	12	15	151395
uhf	19	22	151406
ui	19	24	151413
uk	19	24	151420
ulla	19	22	151445
ultimately	19	22	151452
ultram	19	22	151459
unable	19	21	151466
unbridled	23	25	151473
uncategorized	26	28	151480
uncertain	30	36	151487
uncertainty	31	37	151494
unchanged	31	37	151501
uncomfortable	31	37	151508
unconscious	32	38	151515
under	32	38	151528
undergraduate	10	10	151710
underlying	11	11	151723
underneath	12	12	151735
underpass	13	13	151742
understand	14	14	151749
understanding	13	16	151786
undertake	10	13	151839
undertakes	10	13	151846
undertaking	10	13	151853
underwater	10	13	151858
uneasy	11	14	151865
unedited	11	14	151872
unemployment	11	13	151879
unfair	11	16	151892
unfortunately	13	18	151899
unhealthy	16	23	151906
unified	19	26	151913
union	19	26	151920
unique	19	26	151927
unit	27	47	151958
united	45	65	152000
unites	14	14	152258
units	14	14	152265
unitshe	9	9	152308
universe	12	12	152315
university	12	12	152322
unix	13	13	152364
unknown	13	13	152371
unknownrimary	10	10	152392
unleashes	10	10	152398
unleavened	10	11	152405
unless	10	11	152411
unlike	10	11	152418
unlock	10	11	152430
unmarried	10	12	152437
unofficial	10	10	152450
unprecedented	10	10	152463
unquestioned	11	12	152470
unresolved	11	12	152477
unsafe	11	12	152483
unsigned	11	12	152490
unskilled	11	12	152497
until	11	12	152503
untimed	37	43	152551
untitled	37	43	152558
untreated	43	56	152565
unusual	48	62	152572
unveiled	50	65	152578
up	51	66	152585
updated	13	14	152889
upgrade	17	31	152896
upheld	16	30	152909
upload	18	32	152916
upon	14	15	152947
upper	19	23	152960
upping	22	25	152993
upâ	22	25	153000
urban	29	38	153007
urea	29	38	153032
urge	29	38	153038
uric	33	42	153045
urinary	36	46	153051
urinated	33	42	153072
urination	33	42	153078
urine	42	59	153084
urines	33	42	153135
ursodeoxycholic	34	43	153141
us	36	46	153152
usa	25	28	153363
usage	38	43	153412
uscanadian	39	44	153419
uschina	40	45	153426
use	46	52	153439
used	51	58	153714
useful	22	25	154018
usefull	17	19	154068
user	17	20	154081
usercontributed	19	21	154100
users	19	21	154107
uses	19	21	154114
ushaped	29	36	154166
using	29	36	154173
uss	29	37	154282
usually	30	36	154289
utah	10	11	154460
utc	10	11	154467
utensils	10	11	154474
utility	10	11	154481
utilized	10	10	154488
uttering	10	10	154495
v	10	11	154502
va	18	27	154527
vacation	14	17	154570
vagina	13	16	154588
vaginal	13	15	154595
valentines	13	15	154602
valid	14	17	154609
valley	15	18	154622
valleys	12	12	154665
vals	12	12	154672
valuable	15	15	154679
value	16	16	154686
valued	12	14	154741
values	13	15	154748
van	15	15	154772
vapor	17	21	154785
varies	16	16	154798
variety	17	17	154829
various	16	16	154881
vartanâoriginally	15	22	154955
vary	15	22	154962
vascular	14	21	154999
vasodilators	11	16	155020
vasopressors	11	16	155027
vast	11	16	155034
ve	10	12	155047
vector	11	13	155054
vegetables	11	14	155061
vegetation	11	14	155068
veins	15	17	155081
vendor	15	17	155088
venture	15	17	155095
verb	15	17	155102
verbal	16	18	155127
verify	21	23	155134
vermont	21	23	155140
veronica	22	24	155153
verse	24	26	155166
verses	24	26	155173
version	24	26	155179
versions	28	31	155204
vertebral	28	31	155209
vertebrates	28	31	155215
vertical	32	36	155221
very	31	34	155234
vessel	11	14	155404
vessels	14	19	155423
veteran	14	19	155441
via	21	28	155447
vibrates	19	24	155496
vic	19	24	155503
vichy	18	23	155516
victim	18	23	155523
victimawareness	11	14	155564
victimoffender	11	14	155570
victims	11	15	155576
victory	11	14	155582
vida	11	14	155589
video	16	31	155596
videos	13	14	155669
vieuxmontral	12	13	155718
view	14	15	155725
views	12	14	155750
vigorous	20	29	155774
vigour	20	29	155781
vii	18	27	155800
viii	20	29	155813
vilification	20	30	155820
village	21	31	155827
villard	17	35	155930
villemarie	17	35	155937
villeray	18	36	155944
vincent	19	38	155957
vine	19	39	155963
vintage	19	38	155976
vinyl	20	40	155983
viola	19	38	155996
violence	19	38	156003
violent	19	37	156009
violin	17	34	156028
violinist	18	35	156035
violist	18	35	156042
viral	22	39	156049
virginia	21	38	156062
virtual	17	34	156093
virtually	17	34	156100
virus	17	34	156107
viruses	14	14	156156
visceromotor	14	14	156163
vision	14	14	156170
visionaries	14	14	156183
visiondigital	14	14	156189
visiongetty	14	14	156196
visit	14	14	156203
visited	10	10	156252
visiting	11	11	156259
visitors	11	11	156266
visits	11	11	156278
vista	12	12	156285
visual	11	11	156298
visualization	10	10	156316
visuals	15	20	156323
vital	15	20	156330
vitamins	16	21	156348
vitaminsin	16	21	156354
vocabulary	16	21	156360
voice	16	21	156367
volatilizes	16	21	156374
volume	16	22	156381
voluntary	16	22	156398
volunteer	15	22	156411
vomiting	15	22	156417
vote	16	23	156424
voter	11	15	156467
voters	14	18	156498
votes	13	16	156517
voting	13	16	156530
vowels	13	16	156537
vs	13	16	156544
vulgare	13	17	156551
w	13	17	156557
wage	14	17	156570
wagner	14	17	156582
wagnerâs	10	13	156613
wait	10	12	156620
waited	12	13	156639
waiter	12	13	156646
waiting	14	14	156653
wake	14	15	156660
wales	14	15	156667
walk	16	17	156674
wall	14	16	156699
wallace	16	19	156717
walls	18	21	156736
walmart	18	21	156777
walnut	20	23	156784
walter	20	23	156791
wan	20	23	156798
want	23	26	156805
wanted	11	11	156932
wanting	11	11	156957
wants	15	15	156963
war	15	15	156976
warm	10	10	157028
warmer	10	10	157035
warmest	10	10	157041
warming	11	11	157048
